"ENSEMBL","ENTREZID","SYMBOL","pi_C10_C18_C19","sig_pi_C10","sig_pi_C18","sig_pi_C19","chr","start_pos","end_pos","bin"
"ENSG00000154262",23460,"ABCA6",1.72534020185094,0,0,1.72534020185094,"17",67074843,67138029,"336"
"ENSG00000157240",8321,"FZD1",1.72265103593166,1.72265103593166,0,0,"7",90893783,90898123,"455"
"ENSG00000105289",27134,"TJP3",1.72141355276363,0,1.72141355276363,0,"19",3708107,3750811,"19"
"ENSG00000051180",5888,"RAD51",1.71783096760429,0,0,1.71783096760429,"15",40986972,41024354,"205&206"
"ENSG00000168062",116071,"BATF2",1.71528107828461,1.71528107828461,0,0,"11",64755415,64764517,"324"
"ENSG00000007312",974,"CD79B",1.71214075567531,0,1.71214075567531,0,"17",62006100,62009714,"311"
"ENSG00000185507",3665,"IRF7",1.71160723040843,1.52162864832344,1.12485213280803,0,"11",612553,615999,"4"
"ENSG00000169116",25849,"PARM1",1.71099502190681,0,1.53970127599012,1.11125128529009,"4",75858305,75975325,"380"
"ENSG00000259024",100533496,"TVP23C-CDRT4",1.70975446926887,0,1.70975446926887,0,"17",15339338,15466875,"77&78"
"ENSG00000151065",196513,"DCP1B",1.70869788939278,1.70869788939278,0,0,"12",2055220,2113701,"11"
"ENSG00000186765",25794,"FSCN2",1.70637226913519,0,1.70637226913519,0,"17",79495422,79504156,"398"
"ENSG00000138772",306,"ANXA3",1.70509527238947,1.70509527238947,0,0,"4",79472673,79531597,"398"
"ENSG00000218819",100129278,"TDRD15",1.70318840663156,0,1.70318840663156,0,"2",21346789,21366144,"107"
"ENSG00000100884",9362,"CPNE6",1.69723607442751,1.69723607442751,0,0,"14",24540046,24547309,"123"
"ENSG00000158220",83850,"ESYT3",1.69619594059154,1.69619594059154,0,0,"3",138153428,138200528,"691&692"
"ENSG00000187922",414332,"LCN10",1.69010462724142,0,1.69010462724142,0,"9",139632619,139637808,"699"
"ENSG00000158321",26053,"AUTS2",1.69010052013122,0,0,1.69010052013122,"7",69063905,70258054,"346&347&348&349&350&351&352"
"ENSG00000080007",55510,"DDX43",1.6864130329556,0,1.6864130329556,0,"6",74104471,74127292,"371"
"ENSG00000184434",64922,"LRRC19",1.68362191058647,1.68362191058647,0,0,"9",26993134,27005691,"135&136"
"ENSG00000187134",1645,"AKR1C1",1.67888661845296,0,1.67888661845296,0,"10",4934796,5025475,"25&26"
"ENSG00000148344",9536,"PTGES",1.672110529005,0,0,1.672110529005,"9",132500610,132515326,"663"
"ENSG00000145423",6423,"SFRP2",1.65828002745702,1.65828002745702,0,0,"4",154701744,154710272,"774"
"ENSG00000269743",401612,"SLC25A53",1.65629665665818,1.65629665665818,0.520233427693756,0,"HG1441_PATCH",103354144,103411956,"517&518"
"ENSG00000104497",64089,"SNX16",1.64482763658275,1.64482763658275,0,0,"8",82711816,82755101,"414"
"ENSG00000074590",9891,"NUAK1",1.64318120831573,1.64318120831573,0,0,"12",106457118,106533811,"533"
"ENSG00000050327",7984,"ARHGEF5",1.63747781251455,1.63747781251455,0,0,"7",144052381,144077725,"721"
"ENSG00000117983",727897,"MUC5B",1.6353367132123,0,1.6353367132123,0,"11",1244296,1283406,"7"
"ENSG00000182195",23641,"LDOC1",1.62443113049588,1.62443113049588,0,0,"X",140269934,140271310,"702"
"ENSG00000160883",3101,"HK3",1.61867385932642,1.61867385932642,0,0,"5",176307870,176326333,"882"
"ENSG00000197653",196385,"DNAH10",1.61532521430942,1.61532521430942,0,0,"12",124247042,124420753,"622&623"
"ENSG00000187912",388512,"CLEC17A",1.61451872168834,0,1.61451872168834,0,"19",14693896,14721969,"74"
"ENSG00000162882",23498,"HAAO",1.61256800910987,1.61256800910987,0,0,"2",42994229,43019733,"215&216"
"ENSG00000151650",27287,"VENTX",1.60227405175013,1.60227405175013,0,0,"10",135050908,135055433,"676"
"ENSG00000047457",1356,"CP",1.60041650694876,0,1.60041650694876,0,"3",148880197,148939842,"745"
"ENSG00000122970",28981,"IFT81",1.59476886407216,1.15848915919059,1.37659368792574,0,"12",110562140,110656602,"553&554"
"ENSG00000130433",59285,"CACNG6",1.59288991724142,1.59288991724142,0,0,"19",54495542,54515923,"273"
"ENSG00000153253",6328,"SCN3A",1.58793854665088,0,1.58793854665088,0,"2",165944032,166060577,"830&831"
"ENSG00000106366",5054,"SERPINE1",1.58726222737506,1.58726222737506,0,0,"7",100770370,100782547,"504"
"ENSG00000112486",1235,"CCR6",1.58562020267431,0,1.15654408254962,1.37099850027228,"6",167525295,167553184,"838"
"ENSG00000149571",84623,"KIRREL3",1.58454549627171,1.58454549627171,0,0,"11",126293254,126873355,"632&633&634&635"
"ENSG00000021645",9369,"NRXN3",1.57697726370065,0,1.57697726370065,0,"14",78708734,80330762,"394&395&396&397&398&399&400&401&402"
"ENSG00000143546",6279,"S100A8",1.57293919675571,1.57293919675571,0,0,"1",153362508,153363664,"767"
"ENSG00000205846",93978,"CLEC6A",1.56377825218108,1.56377825218108,0,0,"12",8608522,8630926,"44"
"ENSG00000257017",3240,"HP",1.55709194612696,1.55709194612696,0,0,"16",72088491,72094954,"361"
"ENSG00000152284",83439,"TCF7L1",1.55704188210764,0,1.55704188210764,0,"2",85360533,85537511,"427&428"
"ENSG00000109272",5197,"PF4V1",1.55064073918423,1.55064073918423,0,0,"4",74718906,74719872,"374"
"ENSG00000128383",200315,"APOBEC3A",1.5479169679064,1.5479169679064,0.982678505950684,0,"22",39348746,39359188,"197"
"ENSG00000100600",5641,"LGMN",1.54685418179909,0,0,1.54685418179909,"14",93170152,93215047,"466&467"
"ENSG00000083307",79977,"GRHL2",1.54671609576853,0,0,1.54671609576853,"8",102504660,102681954,"513&514"
"ENSG00000180061",284417,"TMEM150B",1.53484667323157,1.53484667323157,0.915741338352478,0,"19",55824169,55845416,"280"
"ENSG00000117322",1380,"CR2",1.53146219477861,0,1.53146219477861,0,"1",207627575,207663240,"1039"
"ENSG00000139899",643866,"CBLN3",1.53036173047929,0,1.53036173047929,0,"14",24895738,24900160,"125"
"ENSG00000197409",8351,"HIST1H3D",1.52883417369246,0,0,1.52883417369246,"6",26197068,26199521,"131"
"ENSG00000149582",84866,"TMEM25",1.52709187809822,1.52709187809822,0,0,"11",118401756,118417995,"593"
"ENSG00000135245",29923,"HILPDA",1.52537907856714,1.52537907856714,0,0,"7",128095903,128098472,"641"
"ENSG00000102001",778,"CACNA1F",1.52151253921205,1.52151253921205,0,0.992667280708092,"X",49061523,49089833,"246"
"ENSG00000206077",653082,"ZDHHC11B",1.51422214238306,1.51422214238306,0,0,"5",710475,767067,"4"
